INMATEID,ADMITTED_DT,DISCHARGED_DT,CUSTODY_LEVEL,BRADH,RACE,GENDER,AGE,INMATE_STATUS_CODE,SEALED,SRG_FLG,TOP_CHARGE,INFRACTION
20118256,04/01/2020 06:06:06 PM,,MAX,N,B,M,24,DE,N,Y,110-125.25,Y
20073991,04/02/2020 12:55:56 AM,,MAX,N,O,M,28,DE,N,Y,110-125.25,Y
20103676,04/03/2020 01:15:00 AM,,MAX,Y,B,M,22,DE,N,Y,130.35,Y
20209781,04/03/2020 01:27:56 PM,,MED,N,O,M,34,DE,N,N,130.75,N
20209788,04/05/2020 12:50:14 PM,,MIN,Y,O,M,69,DE,N,N,110-125.25,Y
20101802,04/05/2020 02:11:00 PM,,MAX,Y,B,M,25,DE,N,Y,125.25,Y
20185884,04/06/2020 12:34:36 PM,,MAX,Y,B,M,29,DE,N,N,120.05,Y
20209795,04/07/2020 02:17:02 AM,,MIN,Y,W,M,58,DE,N,N,110-120.10,N
20209797,04/07/2020 03:56:04 AM,,MED,Y,B,M,27,DE,N,N,125.25,Y
20014590,04/08/2020 01:52:53 AM,,MAX,Y,B,M,31,DE,N,N,160.10,Y
126045,04/11/2020 03:35:45 PM,,MED,N,B,M,32,DE,N,N,125.25,Y
20104934,04/14/2020 10:38:17 PM,,MIN,N,W,M,54,DE,N,N,110-125.25,Y
89928,04/15/2020 12:23:56 AM,,MAX,Y,O,M,43,DE,N,N,110-125.25,Y
20154447,04/15/2020 03:05:42 AM,,MED,Y,B,M,26,DE,N,N,125.25,Y
20131788,04/15/2020 11:29:12 PM,,MED,N,B,M,33,DE,N,N,125.25,N
20159244,04/16/2020 06:14:36 PM,,MIN,Y,O,M,28,DE,N,N,110-125.25,Y
20085963,04/17/2020 09:27:50 PM,,MED,Y,W,M,64,DE,N,N,125.25,N
9936,04/18/2020 12:54:13 PM,,MED,Y,O,M,47,DE,N,N,160.10,Y
52412,04/18/2020 02:58:05 PM,,MED,Y,W,M,43,DE,N,N,160.10,Y
20202179,04/18/2020 05:20:10 PM,,MAX,Y,B,M,27,DE,N,N,120.05,Y
20209848,04/20/2020 03:53:19 PM,,MED,Y,O,M,35,DE,N,N,125.25,N
48496,04/21/2020 01:57:42 AM,,MIN,Y,O,M,59,DE,N,N,110-125.25,N
20120490,04/22/2020 11:13:11 AM,,MED,N,O,M,29,DE,N,N,125.25,Y
20184794,04/23/2020 01:24:46 AM,,MAX,Y,A,M,25,DE,N,N,125.25,Y
20110100,04/23/2020 12:55:20 PM,,MAX,Y,O,M,28,DE,N,N,CO,Y
20143953,04/24/2020 03:08:25 PM,,MAX,Y,B,M,23,DE,N,N,125.25,Y
154583,04/28/2020 03:46:36 AM,,MED,Y,B,M,58,DEP,N,N,130.50,Y
109390,04/28/2020 04:08:46 AM,,MIN,Y,O,M,59,DNS,N,N,140.20,N
20034975,04/28/2020 02:58:54 PM,,MAX,Y,O,M,39,SSR,N,N,,Y
20194127,04/29/2020 02:58:55 PM,,MAX,N,B,M,24,DE,N,Y,160.10,Y
20114099,04/29/2020 07:49:01 PM,,MAX,Y,O,M,29,DE,N,Y,220.03,Y
20209905,04/29/2020 08:13:20 PM,,MED,Y,O,M,49,DE,N,N,130.35,Y
19050,04/29/2020 09:35:05 PM,,MAX,N,B,M,39,DE,N,Y,110-125.25,Y
20209907,04/29/2020 10:46:06 PM,,MIN,Y,W,F,29,DE,N,N,120.05,N
20184536,04/29/2020 11:28:57 PM,,MAX,Y,B,M,24,DE,N,Y,160.15,Y
130123,04/30/2020 01:47:58 PM,,MED,Y,O,M,39,DE,N,N,CO,N
20209917,04/30/2020 05:00:00 PM,,MED,Y,O,M,33,DE,N,N,130.75,N
20036075,04/30/2020 06:42:56 PM,,MAX,Y,B,M,34,DEP,N,N,125.27,Y
20207034,05/01/2020 11:08:15 AM,,MED,Y,O,M,24,DE,N,Y,110-120.10,Y
20200270,05/01/2020 01:05:15 PM,,MED,Y,B,M,20,DE,N,Y,220.41,Y
20165039,05/01/2020 04:58:07 PM,,MAX,N,B,M,22,DE,N,Y,160.15,Y
20061011,05/01/2020 05:29:25 PM,,MAX,N,O,M,29,DE,N,N,125.25,Y
20209931,05/01/2020 07:40:37 PM,,MAX,N,O,M,21,DE,N,N,140.30,Y
20209932,05/01/2020 11:33:16 PM,,MAX,Y,O,M,24,DE,N,Y,160.15,Y
20209933,05/02/2020 12:01:03 AM,,MED,Y,A,M,28,DE,N,N,125.25,N
11024,05/03/2020 12:29:00 AM,,MED,Y,B,M,39,SSR,N,N,,N
20003406,05/03/2020 01:43:20 AM,,MAX,Y,B,M,30,DE,N,Y,160.15,Y
20146286,05/05/2020 01:13:06 PM,,MAX,Y,B,F,27,DE,N,N,160.10,Y
20209955,05/05/2020 03:52:35 PM,,MAX,Y,B,M,19,DE,N,N,125.25,Y
20002840,05/05/2020 04:54:30 PM,,MAX,N,B,M,41,DE,N,Y,110-125.25,Y
20182069,05/06/2020 07:02:37 PM,,MAX,N,O,M,22,DE,N,Y,120.05,Y
20209971,05/07/2020 11:27:26 AM,,MED,Y,W,M,39,DE,N,N,130.96,N
20080375,05/07/2020 06:11:05 PM,,MED,Y,B,M,48,DE,N,N,125.25,N
20203436,05/08/2020 01:11:35 PM,,MIN,N,B,M,59,DE,N,N,230.34,N
20198040,05/08/2020 05:48:32 PM,,MED,Y,O,M,38,DE,N,N,120.10,Y
55741,05/08/2020 11:10:34 PM,,MIN,Y,O,M,48,DE,N,N,110-120.10,Y
20209989,05/09/2020 02:09:37 PM,,MED,N,W,M,37,DE,N,N,130.75,N
10001155,05/09/2020 03:06:23 PM,,MAX,Y,B,M,47,DE,N,N,110-125.25,Y
36390,05/11/2020 03:08:50 PM,,MAX,Y,O,M,41,DE,N,N,160.15,Y
20208644,05/11/2020 05:23:00 PM,,MED,Y,W,M,52,DE,N,N,140.30,Y
20125626,05/12/2020 12:51:37 PM,,MED,Y,B,M,35,DE,N,N,CO,Y
20210008,05/12/2020 08:46:48 PM,,MED,Y,W,M,58,DE,N,N,125.25,Y
20210009,05/12/2020 09:29:14 PM,,MED,N,O,M,42,DE,N,N,130.75,N
82436,05/13/2020 12:38:07 AM,,MIN,Y,B,M,59,SSR,N,N,,N
20180618,05/13/2020 01:47:07 AM,,MED,Y,W,M,37,DE,N,N,130.75,Y
20210015,05/13/2020 01:17:21 PM,,MED,N,O,M,38,DE,N,N,130.30,Y
20083017,05/13/2020 01:41:55 PM,,MIN,Y,O,M,65,DE,N,N,CO,N
20186434,05/13/2020 05:03:00 PM,,MAX,N,B,M,27,DE,N,N,110-125.25,Y
128387,05/13/2020 05:09:28 PM,,MED,Y,O,M,46,DEP,N,N,125.27,Y
20198366,05/14/2020 02:20:47 AM,,MED,Y,A,F,31,DE,N,N,110-120.10,N
170934,05/14/2020 11:47:26 AM,,MIN,N,B,M,48,DE,N,N,160.15,N
161803,05/14/2020 04:53:33 PM,,MED,N,B,M,34,DE,N,Y,265.03,N
20127790,05/14/2020 08:16:00 PM,,MAX,Y,B,M,24,DE,N,Y,265.03,Y
20210037,05/15/2020 02:00:16 AM,,MAX,N,O,M,23,DE,N,N,140.30,Y
73339,05/15/2020 11:52:06 AM,,MIN,Y,B,M,56,DE,N,N,120.10,N
20210050,05/16/2020 12:46:24 AM,,MIN,Y,A,M,57,DE,N,N,110-125.25,N
77511,05/16/2020 11:48:37 AM,,MIN,N,B,M,55,DE,N,N,110-140.25,N
20171337,05/16/2020 03:48:29 PM,,MAX,N,B,M,27,DEP,N,Y,125.25,Y
10000648,05/16/2020 08:52:04 PM,,MAX,Y,O,M,30,DE,N,Y,220.21,Y
20193450,05/17/2020 01:06:22 AM,,MAX,Y,B,M,26,DE,N,N,120.05,Y
20138938,05/17/2020 12:26:30 PM,,MAX,Y,B,M,24,DNS,N,N,160.15,Y
20164271,05/18/2020 01:49:38 AM,,MAX,Y,B,M,54,DE,N,N,220.39,Y
20128603,05/18/2020 12:20:31 PM,,MAX,N,O,M,24,DE,N,Y,265.03,Y
20124884,05/18/2020 01:09:54 PM,,MED,N,B,M,26,DE,N,N,110-125.25,N
16265,05/19/2020 01:22:08 PM,,MAX,N,B,M,33,DE,N,Y,110-125.25,Y
20124895,05/19/2020 01:36:50 PM,,MIN,Y,O,M,72,DE,N,N,110-125.25,N
167522,05/20/2020 10:41:47 AM,,MIN,Y,B,M,56,DE,N,N,110-140.20,N
48869,05/20/2020 03:09:56 PM,,MIN,Y,B,M,60,DE,N,N,110-125.25,N
34826,05/21/2020 12:37:05 AM,,MAX,Y,O,M,45,DEP,N,N,130.50,Y
20198977,05/21/2020 10:10:39 AM,,MIN,Y,W,M,51,DE,N,N,110-125.25,Y
20210090,05/21/2020 12:51:04 PM,,MED,N,B,M,41,DE,N,N,125.25,Y
20210093,05/21/2020 03:19:32 PM,,MED,Y,A,M,49,DE,N,N,125.25,N
20210099,05/21/2020 05:28:52 PM,,MAX,Y,B,M,21,DE,N,N,125.25,Y
149197,05/21/2020 09:31:22 PM,,MAX,Y,B,M,43,DE,N,N,120.10,Y
8028,05/21/2020 10:12:14 PM,,MAX,N,B,M,34,DE,N,Y,230.34,Y
20210102,05/22/2020 12:26:48 AM,,MAX,Y,B,M,21,DE,N,Y,110-125.25,Y
20189309,05/22/2020 12:39:33 PM,,MAX,Y,O,F,41,DE,N,N,140.25,Y
20019386,05/22/2020 01:20:03 PM,,MED,Y,B,M,37,DE,N,N,220.16,Y
122265,05/23/2020 01:34:38 PM,,MED,Y,B,F,30,DE,N,N,110-125.25,Y
20153141,05/23/2020 04:21:25 PM,,MED,N,B,M,46,DE,N,Y,110-125.25,Y
20210126,05/24/2020 05:19:26 PM,,MED,N,B,M,22,DE,N,Y,110-125.25,Y
76490,05/25/2020 02:31:07 AM,,MAX,N,B,M,43,DE,N,N,125.25,Y
20048545,05/25/2020 04:35:13 PM,,MED,N,B,M,36,DE,N,Y,110-125.25,N
17445,05/25/2020 04:53:53 PM,,MAX,Y,B,M,36,DE,N,Y,110-125.25,Y
20210132,05/25/2020 05:31:17 PM,,MIN,Y,O,M,52,SSR,N,N,,Y
20210137,05/26/2020 11:23:06 AM,,MAX,Y,B,M,30,DE,N,N,125.25,Y
20210150,05/27/2020 11:43:00 PM,,MAX,N,B,M,30,DE,N,Y,125.25,Y
20210153,05/28/2020 01:06:24 AM,,MED,Y,O,M,34,DE,N,N,130.65,N
20050006,05/28/2020 04:58:25 PM,,MED,N,B,M,61,DE,N,N,130.96,N
20164166,05/28/2020 06:32:01 PM,,MAX,Y,B,F,41,DE,N,N,125.15,Y
20060417,05/28/2020 07:30:50 PM,,MED,Y,B,M,40,DE,N,N,125.25,Y
20210161,05/28/2020 09:29:39 PM,,MIN,N,O,M,30,DE,N,N,,N
20210176,05/29/2020 09:15:10 PM,,MED,Y,O,M,20,DE,N,N,125.25,Y
34180,05/31/2020 12:52:19 AM,,MAX,Y,O,M,37,DE,N,N,120.10,Y
20210188,05/31/2020 01:24:00 AM,,MAX,Y,B,M,21,DE,N,Y,125.25,Y
20181097,05/31/2020 12:50:31 PM,,MAX,Y,W,M,21,DE,N,Y,110-120.07,Y
20208576,06/02/2020 12:56:42 AM,,MAX,Y,B,M,19,DE,N,Y,110-125.25,Y
20208621,06/04/2020 01:03:05 PM,,MED,Y,O,M,47,DE,N,N,110-125.25,Y
20210233,06/05/2020 02:33:12 AM,,MIN,Y,W,M,48,DE,N,N,150.15,N
143937,06/05/2020 02:42:13 AM,,MED,Y,B,M,53,DEP,N,N,140.30,Y
20210238,06/05/2020 05:17:54 PM,,MED,N,B,M,55,DE,N,Y,160.10,N
20187276,06/06/2020 12:25:44 AM,,MAX,Y,B,M,20,DE,N,Y,160.15,Y
20210246,06/07/2020 01:07:09 AM,,MED,N,W,M,33,DE,N,N,130.35,N
85276,06/07/2020 04:18:51 PM,,MAX,Y,O,M,45,DE,N,N,125.25,Y
143791,06/07/2020 04:21:56 PM,,MAX,N,O,M,41,DE,N,N,125.25,Y
20203618,06/08/2020 12:58:52 PM,,MED,Y,W,M,32,DE,N,N,125.27,N
20101202,06/09/2020 07:23:30 PM,,MIN,Y,B,M,28,DNS,N,Y,,Y
159689,06/10/2020 11:50:11 AM,,MAX,Y,O,M,36,SSR,N,N,,Y
20210269,06/10/2020 11:52:05 AM,,MED,N,A,M,58,DE,N,N,130.96,N
58661,06/10/2020 11:32:19 PM,,MIN,Y,B,M,55,DE,N,N,265.03,Y
48280,06/10/2020 11:39:07 PM,,MAX,N,B,M,40,DE,N,N,160.15,Y
20136319,06/11/2020 11:15:25 AM,,MED,Y,O,M,48,DE,N,N,130.96,N
20206539,06/11/2020 04:28:47 PM,,MAX,Y,O,M,19,DE,N,Y,160.15,Y
37810,06/11/2020 11:52:41 PM,,MAX,Y,B,M,34,DE,N,Y,265.03,Y
20210281,06/12/2020 12:42:27 AM,,MAX,Y,B,M,23,DE,N,N,125.25,Y
20033736,06/12/2020 12:46:36 AM,,MAX,N,B,M,30,DE,N,Y,110-125.25,Y
20119614,06/12/2020 12:43:28 PM,,MAX,N,B,M,25,DE,N,Y,160.10,Y
79839,06/13/2020 12:26:24 AM,,MED,Y,B,M,34,DE,N,N,125.25,Y
20003023,06/13/2020 12:25:27 PM,,MED,N,O,M,42,DEP,N,N,110-120.10,N
119738,06/13/2020 12:34:50 PM,,MED,Y,B,M,31,DE,N,Y,265.03,Y
80299,06/14/2020 12:45:13 AM,,MIN,Y,O,M,48,DE,N,N,215.51,Y
95418,06/15/2020 10:53:20 AM,,MED,Y,W,M,36,DE,N,N,CO,N
3272,06/15/2020 06:27:47 PM,,MAX,N,B,M,44,DE,N,Y,125.25,Y
20210311,06/16/2020 02:42:13 PM,,MED,N,O,M,30,DE,N,N,110-130.35,Y
156677,06/16/2020 07:33:00 PM,,MAX,Y,B,M,33,DE,N,N,120.05,Y
20011425,06/17/2020 12:36:00 AM,,MED,N,B,M,51,DE,N,N,125.25,N
65094,06/17/2020 04:42:02 PM,,MAX,Y,B,M,32,DE,N,N,120.05,Y
23677,06/17/2020 11:33:29 PM,,MED,Y,B,M,56,DE,N,N,140.20,Y
20027922,06/18/2020 06:18:13 PM,,MED,N,B,M,43,DE,N,Y,205.30,N
20138689,06/19/2020 12:37:15 AM,,MAX,Y,B,M,24,DE,N,Y,140.25,Y
20099750,06/19/2020 12:51:50 AM,,MAX,Y,W,M,31,DE,N,N,160.15,Y
20210321,06/19/2020 01:21:07 AM,,MAX,Y,B,M,30,DE,N,Y,110-125.25,Y
74063,06/19/2020 01:36:05 AM,,MIN,Y,B,M,49,DE,N,N,110-120.10,N
20210324,06/19/2020 01:16:21 PM,,MED,Y,B,M,33,DE,N,N,110-130.35,N
31120,06/19/2020 05:17:59 PM,,MAX,Y,B,M,36,DE,N,N,125.25,Y
20132992,06/19/2020 11:21:40 PM,,MED,Y,O,M,35,DE,N,N,120.05,Y
20210327,06/20/2020 01:58:54 PM,,MED,Y,W,M,22,DE,N,N,125.26,Y
20210331,06/20/2020 08:21:00 PM,,MAX,Y,B,M,23,DE,N,N,125.25,Y
20094730,06/21/2020 02:35:48 PM,,MED,N,B,M,26,DE,N,Y,110-160.15,Y
20204933,06/21/2020 08:06:13 PM,,MAX,N,B,M,22,DE,N,N,135.20,Y
20108935,06/23/2020 04:28:42 PM,,MAX,Y,W,M,27,DE,N,Y,110-120.07,Y
20167830,06/24/2020 12:41:55 AM,,MAX,N,A,M,22,DE,N,Y,160.10,Y
20082009,06/25/2020 01:13:04 PM,,MAX,Y,O,M,29,DE,N,Y,125.25,Y
20052616,06/25/2020 05:14:54 PM,,MED,Y,O,M,29,DNS,N,N,,Y
20210373,06/26/2020 01:05:00 AM,,MED,Y,B,M,32,DE,N,N,135.50,Y
129878,06/26/2020 02:28:23 AM,,MED,N,O,M,33,DE,N,N,130.75,Y
20125290,06/26/2020 08:12:55 PM,,MED,N,B,M,41,DE,N,N,110-120.10,N
20142441,06/27/2020 01:53:29 PM,,MAX,Y,B,M,31,DE,N,N,160.15,Y
20075202,06/28/2020 01:00:17 AM,,MED,Y,B,M,29,DE,N,N,125.25,N
20210387,06/28/2020 01:34:05 AM,,MIN,Y,W,M,29,SSR,N,N,,Y
20210390,06/29/2020 01:39:42 AM,,MED,Y,B,M,26,DE,N,Y,160.10,Y
149847,06/29/2020 12:56:50 PM,,MIN,Y,B,M,48,DE,N,N,AC 000.00,N
20124088,06/30/2020 01:17:08 PM,,MIN,Y,O,M,25,DE,N,N,120.05,N
154004,06/30/2020 05:11:57 PM,,MAX,Y,B,M,43,DE,N,N,110-125.25,Y
20210398,06/30/2020 05:14:50 PM,,MED,N,B,M,54,SSR,N,N,,N
20208973,07/02/2020 01:31:46 AM,,MED,Y,W,M,39,DE,N,N,125.25,Y
33829,07/02/2020 04:53:46 PM,,MIN,N,B,M,67,SSR,N,N,215.50,Y
20050151,07/02/2020 07:36:56 PM,,MAX,N,O,M,35,DE,N,N,220.21,Y
57132,07/03/2020 10:39:57 AM,,MED,Y,B,M,53,DE,N,N,140.25,Y
20172870,07/03/2020 04:43:32 PM,,MED,Y,O,M,30,DE,N,N,125.25,Y
151620,07/04/2020 12:52:50 AM,,MED,Y,O,M,36,DEP,N,N,110-120.10,Y
20210439,07/04/2020 12:14:53 PM,,MAX,N,B,M,46,DE,N,N,110-125.25,Y
20210440,07/04/2020 12:37:41 PM,,MAX,Y,B,M,22,DE,N,N,110-125.25,Y
20065353,07/06/2020 10:16:00 AM,,MAX,Y,B,M,31,DE,N,N,AC 000.00,N
20136750,07/06/2020 09:02:07 PM,,MAX,Y,B,M,24,DE,N,Y,125.25,Y
20088579,07/07/2020 01:12:29 AM,,MED,N,O,M,50,DE,N,N,155.25,Y
20165032,07/07/2020 06:54:29 PM,,MED,N,B,M,64,DE,N,Y,160.15,N
20167325,07/07/2020 11:54:51 PM,,MIN,N,O,M,43,DE,N,N,120.10,N
129277,07/09/2020 12:55:13 PM,,MAX,Y,B,M,31,DE,N,Y,135.25,Y
20186833,07/09/2020 12:58:53 PM,,MAX,Y,B,M,25,DE,N,N,130.35,Y
20155017,07/09/2020 11:53:34 PM,,MAX,Y,B,M,23,DE,N,N,125.25,Y
15627,07/10/2020 11:51:02 AM,,MED,Y,B,M,35,DE,N,N,140.25,Y
20203671,07/10/2020 12:11:55 PM,,MIN,N,O,M,56,DE,N,N,220.21,Y
20210475,07/10/2020 03:58:54 PM,,MIN,N,O,M,43,DE,N,N,220.43,N
20210481,07/10/2020 09:07:24 PM,,MED,N,B,M,45,DE,N,N,125.25,N
20197579,07/12/2020 12:51:21 AM,,MAX,Y,B,M,29,DE,N,N,160.15,Y
20017157,07/12/2020 02:36:15 PM,,MAX,Y,O,M,29,DE,N,Y,220.39,Y
20198546,07/13/2020 04:59:07 PM,,MAX,Y,O,M,22,DE,N,N,160.15,Y
20010660,07/13/2020 05:13:20 PM,,MAX,Y,B,M,29,DE,N,N,160.15,N
85412,07/13/2020 08:40:58 PM,,MAX,Y,O,M,46,DE,N,N,110-125.25,Y
20130848,07/13/2020 09:35:52 PM,,MED,N,O,M,73,DEP,N,N,265.03,Y
23087,07/13/2020 11:45:55 PM,,MED,Y,W,M,40,DE,N,N,160.15,Y
1115,07/14/2020 12:30:41 PM,,MED,N,B,M,48,DE,N,N,125.27,Y
20005585,07/14/2020 08:41:14 PM,,MAX,N,O,M,28,DE,N,N,220.21,Y
20199873,07/14/2020 10:16:30 PM,,MIN,Y,B,M,48,DE,N,N,110-125.25,N
20210518,07/15/2020 12:41:11 AM,,MED,N,W,M,33,SSR,N,N,130.75,N
67739,07/15/2020 01:28:48 AM,,MAX,Y,O,M,43,DE,N,N,160.15,Y
20205404,07/15/2020 02:30:40 AM,,MAX,N,I,M,19,DE,N,N,125.25,Y
17467,07/15/2020 05:05:45 PM,,MAX,Y,B,M,34,DE,N,N,160.10,Y
20150406,07/16/2020 12:19:05 PM,,MAX,N,O,M,25,SSR,N,Y,,Y
120073,07/17/2020 11:24:57 AM,,MED,Y,A,M,37,DE,N,N,220.41,Y
20162973,07/17/2020 12:01:44 PM,,MAX,Y,B,M,22,DE,N,Y,125.25,Y
20012017,07/17/2020 07:36:44 PM,,MAX,Y,B,M,34,DE,N,Y,160.15,Y
20075574,07/17/2020 11:47:51 PM,,MED,N,B,M,26,DE,N,N,125.25,Y
20210553,07/18/2020 12:47:27 AM,,MED,Y,B,M,22,DE,N,N,125.25,N
20210555,07/18/2020 01:38:52 AM,,MAX,Y,B,M,22,DE,N,Y,125.25,Y
20210558,07/18/2020 02:43:59 AM,,MAX,Y,W,F,19,DE,N,N,125.25,Y
20001724,07/18/2020 01:31:21 PM,,MIN,Y,O,M,38,DE,N,N,120.05,Y
20103752,07/18/2020 02:02:11 PM,,MAX,Y,O,M,44,DE,N,N,120.10,Y
20170913,07/18/2020 03:04:00 PM,,MAX,N,B,M,24,DE,N,N,265.03,Y
20210563,07/18/2020 05:04:21 PM,,MAX,Y,B,M,21,DE,N,Y,110-125.25,Y
20055416,07/19/2020 05:05:00 PM,,MED,Y,B,M,28,DE,N,Y,265.03,Y
89969,07/19/2020 06:10:40 PM,,MED,N,O,M,44,DEP,N,N,140.25,N
20209909,07/19/2020 11:20:00 PM,,MAX,Y,B,M,19,DE,N,N,220.16,Y
20176807,07/20/2020 04:26:43 PM,,MAX,N,B,M,25,DEP,N,Y,160.10,Y
20204617,07/21/2020 03:46:18 PM,,MAX,Y,B,M,19,DE,N,Y,110-125.25,Y
164385,07/21/2020 04:18:46 PM,,MED,Y,B,M,34,DE,N,N,265.13,N
20210582,07/21/2020 04:59:00 PM,,MIN,N,B,F,37,DE,N,N,265.13,Y
20004328,07/21/2020 05:11:33 PM,,MED,Y,B,M,58,DE,N,N,265.03,Y
20201917,07/21/2020 05:53:27 PM,,MIN,N,B,M,38,DE,N,N,110-125.25,Y
20210585,07/21/2020 10:39:56 PM,,MED,Y,O,M,43,DE,N,N,160.10,Y
20159405,07/22/2020 12:08:49 PM,,MED,Y,B,M,30,DE,N,N,110-125.25,Y
469,07/22/2020 12:56:07 PM,,MAX,Y,B,M,36,DE,N,Y,160.15,Y
27577,07/22/2020 03:00:31 PM,,MED,Y,B,M,35,DE,N,N,125.25,Y
160131,07/22/2020 04:15:36 PM,,MED,N,O,M,32,DE,N,N,125.25,N
20048002,07/23/2020 12:17:36 AM,,MED,N,W,M,27,SSR,N,Y,,Y
20039526,07/23/2020 01:34:25 AM,,MED,N,A,M,30,DE,N,N,125.25,N
20152907,07/23/2020 01:38:15 AM,,MED,N,W,M,59,DE,N,N,125.25,N
20190310,07/23/2020 11:25:27 PM,,MAX,Y,B,M,28,DE,N,N,125.25,Y
20048535,07/24/2020 01:32:28 AM,,MAX,Y,B,M,30,DE,N,Y,125.25,Y
20210620,07/24/2020 03:44:00 PM,,MED,N,O,M,53,DE,N,N,130.35,N
158831,07/25/2020 01:12:55 AM,,MIN,Y,B,M,82,DE,N,N,110-125.25,N
20210626,07/25/2020 01:13:30 PM,,MAX,N,B,M,25,DE,N,Y,125.25,Y
20207612,07/27/2020 01:05:45 PM,,MIN,Y,O,M,32,DE,N,N,160.15,Y
20204393,07/28/2020 12:04:22 AM,,MED,Y,W,M,24,DE,N,N,130.96,N
20160295,07/28/2020 12:21:38 AM,,MED,Y,B,M,24,DE,N,N,125.25,Y
20210640,07/28/2020 12:56:06 AM,,MED,Y,W,M,28,DE,N,N,125.25,Y
20165723,07/28/2020 12:58:48 AM,,MAX,Y,O,M,33,DE,N,Y,230.34,Y
20085397,07/28/2020 01:38:18 AM,,MAX,Y,B,M,29,DE,N,N,110-130.50,Y
20071388,07/28/2020 05:03:08 AM,,MIN,N,O,M,47,DE,N,N,220.21,N
20102491,07/28/2020 12:53:23 PM,,MAX,Y,B,M,28,DE,N,Y,120.10,Y
20210643,07/28/2020 05:07:03 PM,,MED,Y,O,M,33,DE,N,N,110-130.35,Y
20207004,07/28/2020 05:25:01 PM,,MED,Y,B,M,26,DE,N,N,125.27,N
20203818,07/29/2020 12:43:25 AM,,MAX,Y,B,M,20,DE,N,N,130.50,Y
20179992,07/29/2020 03:41:57 PM,,MAX,N,B,M,23,DE,N,Y,110-120.10,Y
49331,07/29/2020 08:55:35 PM,,MED,N,B,M,42,DE,N,Y,125.25,Y
20210662,07/30/2020 01:50:24 AM,,MAX,N,B,M,19,DE,N,Y,105.15,Y
20209354,07/30/2020 03:01:46 AM,,MAX,N,W,M,20,DE,N,Y,265.03,Y
20075228,07/30/2020 04:57:05 PM,,MAX,Y,B,M,28,DE,N,N,110-125.25,Y
15931,07/30/2020 08:53:00 PM,,MED,Y,B,M,55,SSR,N,N,,N
20210678,07/31/2020 02:28:19 PM,,MAX,N,B,M,21,DE,N,Y,125.25,Y
20210679,07/31/2020 04:11:47 PM,,MED,N,B,M,28,DE,N,N,130.96,Y
20210692,08/01/2020 09:02:22 PM,,MED,N,O,M,34,DE,N,N,130.75,N
20017293,08/02/2020 03:27:21 PM,,MED,N,O,M,42,DE,N,N,130.35,N
49434,08/02/2020 05:11:35 PM,,MAX,Y,O,M,34,DE,N,N,125.25,Y
4385,08/03/2020 12:15:02 AM,,MAX,Y,B,M,36,DE,N,N,160.15,Y
135104,08/03/2020 01:37:57 AM,,MED,N,B,M,39,DE,N,N,110-125.25,Y
20210706,08/03/2020 06:57:14 PM,,MIN,Y,O,M,58,DE,N,N,110-125.25,N
20210710,08/03/2020 11:40:18 PM,,MAX,Y,B,M,29,DE,N,Y,110-120.10,Y
20210714,08/04/2020 05:54:34 AM,,MAX,Y,O,M,28,SSR,N,N,120.05,Y
155036,08/04/2020 08:26:36 AM,,MED,N,U,M,62,DE,N,N,140.30,Y
20141666,08/05/2020 12:06:13 AM,,MAX,Y,B,M,27,DE,N,N,125.25,Y
20166380,08/05/2020 12:33:36 AM,,MED,Y,B,M,35,DE,N,N,140.30,Y
20031653,08/05/2020 05:25:35 PM,,MAX,Y,O,M,29,DE,N,N,120.07,Y
20008484,08/05/2020 08:38:29 PM,,MAX,Y,B,M,38,DNS,N,Y,,Y
20009439,08/05/2020 11:14:28 PM,,MIN,Y,B,M,69,DE,N,N,220.21,N
20210727,08/06/2020 01:39:00 AM,,MIN,N,W,M,54,DNS,N,N,,Y
20078374,08/06/2020 11:25:00 PM,,MAX,N,B,M,25,DE,N,Y,125.25,Y
20210743,08/07/2020 03:00:59 PM,,MAX,Y,B,M,22,DE,N,Y,125.25,Y
20161115,08/07/2020 05:43:10 PM,,MAX,N,B,M,23,DE,N,Y,125.25,Y
20178316,08/07/2020 11:56:30 PM,,MED,Y,B,M,21,SSR,N,Y,,Y
20204373,08/08/2020 01:47:12 AM,,MAX,Y,O,M,20,DE,N,Y,160.10,Y
20192296,08/08/2020 08:44:12 PM,,MAX,Y,B,M,21,DE,N,Y,125.25,Y
20170014,08/09/2020 01:43:53 AM,,MAX,Y,W,M,23,DE,N,N,125.25,Y
20018918,08/10/2020 12:57:56 AM,,MAX,N,B,F,41,DE,N,N,125.25,Y
20207498,08/10/2020 01:09:52 AM,,MED,N,B,M,24,DE,N,Y,265.03,Y
41669,08/10/2020 02:05:47 PM,,MED,Y,O,M,39,SSR,N,N,,Y
125474,08/12/2020 10:24:42 AM,,MAX,Y,O,M,30,DE,N,N,120.10,Y
20024643,08/12/2020 01:48:11 PM,,MED,Y,O,M,41,DE,N,N,150.15,N
20210783,08/12/2020 08:17:00 PM,,MED,Y,B,M,50,DE,N,N,125.25,N
20210790,08/13/2020 12:44:32 AM,,MIN,Y,B,M,40,DE,N,N,220.16,N
20201600,08/13/2020 02:05:36 PM,,MAX,Y,O,M,21,DE,N,Y,125.25,Y
20166362,08/13/2020 05:03:43 PM,,MIN,Y,B,M,40,DE,N,N,,N
