INMATEID,ADMITTED_DT,DISCHARGED_DT,CUSTODY_LEVEL,BRADH,RACE,GENDER,AGE,INMATE_STATUS_CODE,SEALED,SRG_FLG,TOP_CHARGE,INFRACTION
20207643,10/18/2019 01:10:00 AM,,MAX,N,B,M,22,DE,N,N,125.25,Y
72498,10/18/2019 05:23:06 PM,,MED,Y,B,M,42,DE,N,N,120.10,N
20116020,10/20/2019 02:34:01 PM,,MIN,Y,B,M,40,DE,N,N,145.10,N
44205,10/21/2019 04:58:50 PM,,MIN,N,B,M,34,DE,N,N,110-125.25,Y
20103527,10/21/2019 05:05:31 PM,,MAX,N,B,M,27,DE,N,Y,140.30,Y
75638,10/22/2019 01:42:02 PM,,MAX,N,B,M,36,DE,N,Y,125.25,Y
20207713,10/22/2019 03:46:43 PM,,MED,Y,O,M,65,DE,N,N,125.25,N
20105017,10/22/2019 07:28:06 PM,,MED,N,B,M,37,DE,N,N,125.25,Y
20020486,10/22/2019 07:40:27 PM,,MAX,Y,O,M,31,DE,N,N,220.16,Y
137027,10/23/2019 10:42:56 AM,,MAX,Y,B,M,30,DE,N,Y,110-120.10,Y
20170397,10/23/2019 04:15:33 PM,,MAX,Y,O,M,23,DE,N,N,130.35,Y
10009242,10/23/2019 09:31:05 PM,,MAX,N,B,M,30,DE,N,Y,140.30,Y
20187588,10/24/2019 03:58:08 AM,,MAX,N,O,M,23,DE,N,N,125.25,Y
20146716,10/24/2019 08:18:03 PM,,MAX,Y,B,M,24,DE,N,Y,160.15,Y
42877,10/25/2019 12:26:47 AM,,MAX,Y,O,M,48,DE,N,N,125.25,Y
20167721,10/25/2019 01:08:07 PM,,MAX,Y,B,M,22,DE,N,Y,160.10,Y
20207800,10/25/2019 05:15:31 PM,,MED,Y,O,M,28,DE,N,N,125.25,N
20185467,10/25/2019 07:50:45 PM,,MED,Y,W,M,37,DE,N,N,110-125.25,N
20202934,10/26/2019 12:43:00 AM,,MED,Y,B,M,25,SSR,N,N,,N
20159334,10/26/2019 01:08:00 AM,,MAX,Y,B,M,22,DE,N,Y,105.17,Y
73720,10/26/2019 01:17:00 AM,,MED,N,B,M,36,DE,N,N,125.25,Y
20207812,10/26/2019 02:46:00 PM,,MED,N,O,M,26,DE,N,N,125.25,Y
10011367,10/28/2019 08:53:37 PM,,MED,Y,B,M,39,DE,N,N,125.27,Y
20193870,10/29/2019 12:56:49 AM,,MAX,Y,B,M,20,DE,N,Y,110-125.25,Y
10009950,10/29/2019 11:46:33 AM,,MAX,Y,O,M,29,DE,N,N,160.15,Y
20151238,10/29/2019 06:58:44 PM,,MIN,Y,O,M,27,DE,N,N,120.00,N
20161675,11/01/2019 11:52:49 PM,,MAX,Y,W,M,25,DE,N,Y,110-160.15,Y
20086908,11/02/2019 04:23:32 PM,,MAX,Y,O,M,25,DE,N,Y,160.15,Y
20207970,11/04/2019 01:31:01 AM,,MIN,Y,B,M,39,DE,N,N,110-125.25,N
20126527,11/04/2019 12:37:08 PM,,MAX,Y,B,M,24,DE,N,N,160.05,Y
20135762,11/04/2019 04:01:00 PM,,MED,N,W,M,46,DE,N,N,125.25,Y
20175571,11/05/2019 01:31:17 AM,,MED,Y,O,M,27,DE,N,N,215.51,Y
20171700,11/05/2019 10:02:03 PM,,MAX,N,B,M,25,DE,N,Y,125.25,Y
20067053,11/06/2019 07:22:49 PM,,MAX,Y,O,M,26,DE,N,Y,125.27,Y
20208054,11/08/2019 12:30:00 PM,,MED,N,O,M,42,DE,N,N,125.25,N
20057526,11/08/2019 01:37:24 PM,,MED,N,B,M,43,DE,N,Y,110-125.25,Y
136488,11/08/2019 04:32:06 PM,,MAX,Y,B,M,33,DE,N,N,150.15,Y
20070054,11/08/2019 04:50:00 PM,,MAX,N,B,M,38,DEP,N,N,130.35,Y
20128747,11/11/2019 12:05:21 AM,,MED,N,B,M,54,DE,N,N,125.25,Y
20208127,11/12/2019 12:39:00 AM,,MIN,N,B,M,33,DE,N,N,110-125.25,Y
2699,11/12/2019 08:44:23 PM,,MED,N,O,M,55,DE,N,N,140.25,Y
20026585,11/14/2019 12:19:05 PM,,MED,Y,O,M,38,DE,N,N,125.25,Y
161974,11/14/2019 02:33:06 PM,,MED,N,B,M,60,DEP,N,N,215.50,Y
20208166,11/14/2019 03:20:41 PM,,MAX,N,O,M,20,DE,N,Y,125.25,Y
20015620,11/15/2019 12:03:39 AM,,MAX,N,O,M,28,DE,N,N,160.15,Y
12579,11/15/2019 10:25:41 PM,,MIN,Y,O,M,33,DE,N,N,140.30,Y
20056,11/15/2019 11:42:19 PM,,MAX,Y,B,M,33,DE,N,Y,110-125.25,Y
20070683,11/18/2019 12:09:53 AM,,MAX,Y,A,M,42,DE,N,N,120.05,N
20203540,11/18/2019 11:11:24 AM,,MIN,Y,B,M,27,DE,N,N,140.30,N
20101081,11/18/2019 11:58:31 AM,,MED,N,O,M,52,DE,N,N,130.35,N
20200046,11/19/2019 01:26:46 PM,,MED,Y,A,M,55,DE,N,N,125.27,Y
20043545,11/20/2019 05:47:45 PM,,MAX,Y,B,M,31,DE,N,Y,125.25,Y
20208279,11/21/2019 12:52:00 AM,,MAX,N,B,M,25,DE,N,Y,125.25,Y
20205357,11/21/2019 01:47:13 PM,,MED,Y,B,M,36,SSR,N,N,,Y
20018667,11/21/2019 04:27:00 PM,,MAX,Y,B,M,30,DE,N,Y,125.25,Y
45881,11/22/2019 06:41:00 PM,,MAX,Y,B,M,34,DE,N,Y,125.25,Y
20208317,11/22/2019 07:13:43 PM,,MED,N,B,M,50,DE,N,N,125.25,Y
20208331,11/23/2019 11:51:15 AM,,MAX,Y,O,M,27,DE,N,N,110-125.25,Y
20031179,11/26/2019 11:47:00 AM,,MIN,N,W,M,32,DE,N,N,160.05,Y
20197183,11/26/2019 12:40:00 PM,,MAX,Y,B,M,23,DE,N,Y,120.10,Y
20195183,11/26/2019 04:33:44 PM,,MIN,Y,B,M,62,DE,N,N,110-125.25,N
20054414,11/27/2019 12:41:00 AM,,MED,Y,B,M,31,SSR,N,N,,N
114681,11/27/2019 12:25:49 PM,,MIN,Y,O,M,34,DE,N,N,110-125.25,Y
122137,11/27/2019 07:18:55 PM,,MAX,Y,B,M,45,DE,N,Y,125.25,Y
20064003,11/27/2019 10:40:32 PM,,MAX,N,B,M,37,DE,N,N,140.30,Y
20208411,11/28/2019 11:03:38 AM,,MIN,Y,B,M,55,DE,N,N,110-125.25,N
70513,11/29/2019 04:37:48 PM,,MAX,Y,O,M,32,DE,N,N,130.96,Y
22317,11/30/2019 12:53:55 AM,,MIN,Y,O,M,47,DE,N,N,160.15,N
20208440,11/30/2019 10:58:37 AM,,MED,Y,W,M,23,DE,N,N,110-125.25,Y
20076223,12/01/2019 11:24:06 AM,,MAX,Y,B,M,27,DE,N,Y,160.15,Y
20021970,12/03/2019 04:01:00 PM,,MAX,N,B,M,38,DE,N,N,125.25,Y
126242,12/03/2019 04:27:08 PM,,MAX,Y,B,M,33,DE,N,Y,110-125.25,Y
20200028,12/05/2019 12:04:45 AM,,MAX,Y,W,M,20,DE,N,Y,110-125.25,Y
20205862,12/05/2019 08:04:17 PM,,MIN,Y,B,M,51,DE,N,N,110-160.15,N
122944,12/06/2019 02:00:47 AM,,MAX,Y,B,M,38,DE,N,Y,125.25,Y
20208515,12/06/2019 02:34:00 PM,,MIN,N,B,M,66,DE,N,N,110-125.25,N
20126766,12/06/2019 05:32:58 PM,,MED,N,B,M,30,DE,N,N,130.96,Y
79028,12/07/2019 12:31:00 PM,,MAX,N,B,M,44,DE,N,N,125.25,Y
32022,12/10/2019 12:53:00 AM,,MED,Y,B,M,54,DE,N,N,130.50,N
20208565,12/10/2019 12:25:21 PM,,MED,Y,B,M,34,DE,N,N,130.35,N
20065244,12/10/2019 01:05:35 PM,,MED,N,B,M,58,DE,N,N,130.65,Y
20205602,12/10/2019 01:08:01 PM,,MED,Y,O,M,38,DE,N,N,AC 000.00,Y
89535,12/10/2019 05:01:16 PM,,MAX,N,O,M,35,DE,N,N,120.10,Y
33590,12/11/2019 04:10:00 PM,,MED,N,B,M,36,DE,N,Y,265.03,Y
20208585,12/11/2019 05:39:18 PM,,MIN,Y,B,M,30,DNS,N,N,,N
20208597,12/12/2019 05:26:25 AM,,MIN,N,O,M,28,DE,N,N,110-125.25,Y
20208600,12/12/2019 01:30:41 PM,,MAX,N,B,M,26,DE,N,N,160.15,Y
155134,12/12/2019 05:15:47 PM,,MED,Y,B,M,63,DEP,N,N,130.53,N
20045739,12/12/2019 05:21:22 PM,,MAX,N,O,M,59,DNS,N,N,,Y
20201097,12/14/2019 12:32:09 AM,,MIN,N,W,M,56,DE,N,N,110-125.25,N
20208636,12/14/2019 01:04:53 PM,,MED,Y,B,M,46,DE,N,N,130.35,Y
10000480,12/16/2019 12:11:35 PM,,MED,Y,O,M,30,DEP,N,N,120.05,Y
20043402,12/17/2019 03:48:20 PM,,MAX,Y,B,M,28,DE,N,Y,110-125.25,Y
20208663,12/17/2019 07:45:05 PM,,MAX,Y,B,M,19,DE,N,Y,125.25,Y
20019490,12/18/2019 12:43:57 AM,,MAX,N,B,M,31,DE,N,N,140.30,Y
20187619,12/18/2019 01:09:54 PM,,MED,N,B,M,27,DE,N,Y,110-265.03,Y
20171542,12/18/2019 10:34:57 PM,,MAX,Y,W,M,22,DE,N,Y,105.10,Y
20184059,12/19/2019 03:25:00 PM,,MAX,N,O,M,23,DE,N,Y,125.25,Y
20003525,12/19/2019 03:35:00 PM,,MAX,N,B,M,32,DE,N,Y,125.25,Y
10009342,12/19/2019 03:50:00 PM,,MAX,N,B,M,30,DE,N,Y,125.25,Y
20182271,12/19/2019 04:10:00 PM,,MAX,Y,B,M,22,DE,N,Y,125.25,Y
67434,12/20/2019 01:15:25 AM,,MAX,Y,B,M,35,DE,N,Y,110-125.25,Y
20208694,12/20/2019 01:02:08 PM,,MED,Y,O,M,56,DE,N,N,130.96,N
38219,12/22/2019 12:44:27 AM,,MAX,Y,O,M,33,DE,N,N,150.15,Y
20004870,12/22/2019 01:08:58 AM,,MED,Y,B,M,41,DE,N,N,120.05,Y
71719,12/23/2019 01:16:00 AM,,MAX,N,O,M,45,DE,N,N,125.25,Y
20201563,12/23/2019 07:42:52 AM,,MAX,Y,A,M,23,DE,N,Y,125.25,Y
20207315,12/24/2019 12:13:21 PM,,MAX,Y,O,M,23,DE,N,Y,110-125.25,Y
20208698,12/25/2019 12:50:00 AM,,MIN,Y,W,M,51,DE,N,N,110-125.25,N
20196971,12/25/2019 01:26:29 AM,,MED,Y,B,M,47,DE,N,N,125.25,N
144047,12/25/2019 02:01:00 AM,,MAX,Y,O,M,32,DE,N,N,145.05,N
20208732,12/25/2019 04:30:00 PM,,MAX,N,O,M,22,DE,N,Y,265.03,Y
54217,12/26/2019 08:13:44 PM,,MED,Y,O,M,56,DE,N,N,110-120.10,Y
20189045,12/28/2019 10:42:16 PM,,MAX,Y,B,M,27,DE,N,N,160.10,Y
10004650,12/31/2019 05:33:25 PM,,MED,Y,B,M,34,DE,N,Y,125.25,Y
20208774,01/01/2020 12:11:00 PM,,MAX,Y,B,M,22,DE,N,N,125.25,Y
79892,01/01/2020 06:22:31 PM,,MED,Y,B,M,38,DE,N,N,FOA 900.00,Y
24131,01/03/2020 11:47:57 AM,,MAX,Y,B,M,35,DE,N,Y,125.25,Y
20140674,01/03/2020 12:18:18 PM,,MAX,N,B,M,39,DE,N,Y,125.25,Y
20208798,01/03/2020 01:03:09 PM,,MED,Y,A,F,32,DE,N,N,135.20,Y
20145389,01/03/2020 08:25:35 PM,,MAX,Y,B,M,22,DE,N,Y,130.30,Y
20068335,01/04/2020 05:29:01 PM,,MAX,Y,B,M,27,DE,N,Y,265.03,Y
20201764,01/06/2020 04:51:43 PM,,MED,Y,B,M,29,DE,N,N,110-125.25,N
20202392,01/06/2020 05:05:00 PM,,MED,Y,O,M,40,DE,N,N,110-130.35,N
20208864,01/09/2020 12:01:20 AM,,MED,N,W,M,67,DE,N,N,125.25,N
20193914,01/09/2020 06:49:23 PM,,MAX,Y,B,M,23,DE,N,Y,265.09,Y
17874,01/10/2020 01:25:25 AM,,MIN,Y,B,M,50,DE,N,N,215.52,Y
20114230,01/10/2020 01:27:16 AM,,MIN,Y,B,M,44,DE,N,N,110-125.25,N
20199434,01/10/2020 04:17:26 PM,,MAX,N,B,M,20,SSR,N,Y,,Y
20087650,01/10/2020 05:19:07 PM,,MED,N,B,M,58,DEP,N,N,135.20,N
20208897,01/11/2020 12:10:01 AM,,MAX,Y,O,M,23,DE,N,N,125.25,Y
20072768,01/11/2020 01:04:56 AM,,MED,Y,B,M,38,DE,N,Y,130.53,Y
20171166,01/11/2020 12:48:44 PM,,MAX,Y,O,M,23,DE,N,Y,140.30,Y
7166,01/11/2020 03:53:18 PM,,MAX,Y,B,M,34,DE,N,N,120.10,Y
95581,01/12/2020 09:14:59 PM,,MED,Y,B,M,39,DE,N,Y,110-120.10,Y
10008620,01/13/2020 02:02:22 AM,,MIN,N,B,M,48,DE,N,N,110-125.25,N
20086213,01/14/2020 05:49:37 AM,,MED,Y,B,M,50,DE,N,N,110-125.25,Y
20208963,01/16/2020 02:28:11 AM,,MED,Y,O,M,24,DE,N,N,130.75,N
18875,01/16/2020 02:59:18 AM,,MED,N,B,M,36,DE,N,N,125.25,N
20208965,01/16/2020 11:15:36 AM,,MIN,Y,O,M,48,DE,N,N,110-125.25,N
10004161,01/16/2020 12:34:00 PM,,MIN,Y,A,M,48,DE,N,N,110-125.25,Y
20068272,01/16/2020 11:51:00 PM,,MAX,N,B,M,34,DE,N,Y,125.25,Y
20193366,01/17/2020 10:45:01 PM,,MAX,Y,B,M,21,DE,N,Y,125.25,Y
20209003,01/19/2020 12:56:42 AM,,MAX,Y,A,M,23,DE,N,Y,110-125.25,Y
20193717,01/20/2020 03:48:51 PM,,MED,N,B,M,33,DE,N,N,140.25,Y
20095258,01/21/2020 04:05:00 PM,,MAX,Y,B,M,27,DE,N,Y,120.07,Y
20113194,01/23/2020 01:03:30 AM,,MED,N,W,M,34,DE,N,N,140.25,Y
81247,01/23/2020 11:33:00 AM,,MIN,Y,B,M,38,DE,N,N,110-125.25,N
20209051,01/23/2020 02:22:00 PM,,MED,Y,B,M,44,DE,N,N,125.25,Y
20179886,01/24/2020 02:09:13 AM,,MAX,N,B,M,22,DE,N,Y,125.25,Y
20095232,01/24/2020 12:03:12 PM,,MED,N,B,M,25,DE,N,Y,265.03,Y
168100,01/24/2020 12:11:43 PM,,MED,N,O,M,31,DE,N,N,135.25,Y
20035557,01/24/2020 04:37:07 PM,,MAX,Y,B,M,49,DE,N,N,160.10,Y
20207687,01/25/2020 12:21:33 AM,,MAX,Y,W,M,29,DE,N,Y,125.25,Y
41648,01/25/2020 12:35:14 AM,,MIN,N,W,M,56,DE,N,N,160.15,Y
20183151,01/25/2020 12:59:52 AM,,MAX,Y,B,M,31,DE,N,N,120.10,Y
20074495,01/25/2020 01:33:40 AM,,MED,N,B,M,55,DE,N,N,125.25,N
75747,01/25/2020 12:51:00 PM,,MED,Y,B,F,50,DE,N,N,125.25,N
20003917,01/27/2020 12:31:54 PM,,MAX,N,B,M,28,DE,N,N,121.12,Y
20209104,01/27/2020 03:46:55 PM,,MED,Y,B,F,47,DE,N,N,125.25,N
20168167,01/28/2020 12:34:41 AM,,MED,N,W,M,27,DE,N,N,160.15,Y
20197423,01/28/2020 04:03:39 PM,,MAX,Y,O,M,24,DE,N,N,220.16,Y
20052154,01/29/2020 07:52:06 PM,,MAX,Y,B,M,37,SSR,N,N,,Y
20208975,01/29/2020 08:25:33 PM,,MAX,Y,B,M,20,DE,N,N,125.25,Y
19124,01/29/2020 11:59:00 PM,,MAX,N,B,M,34,DE,N,N,125.25,Y
134332,01/30/2020 12:30:08 PM,,MED,N,B,M,34,DE,N,N,135.20,N
166099,01/30/2020 11:56:00 PM,,MED,N,B,M,29,DE,N,Y,130.45,Y
20082342,01/31/2020 01:23:08 AM,,MIN,Y,W,M,49,DE,N,N,120.05,Y
20209157,01/31/2020 01:30:00 PM,,MED,Y,B,M,27,DE,N,N,125.25,N
103178,01/31/2020 04:35:00 PM,,MED,Y,B,M,38,DE,N,N,130.95,N
40276,01/31/2020 05:56:31 PM,,MED,Y,O,M,45,DE,N,N,110-120.10,Y
20036060,01/31/2020 09:39:58 PM,,MED,Y,B,M,29,DE,N,N,125.25,Y
20209165,02/01/2020 01:15:52 AM,,MED,Y,A,M,26,DE,N,N,125.25,N
20207705,02/02/2020 01:29:58 PM,,MAX,Y,B,M,19,DE,N,Y,120.07,Y
20087140,02/02/2020 09:13:14 PM,,MAX,Y,B,M,35,DE,N,N,110-125.25,Y
159522,02/03/2020 12:28:39 AM,,MAX,Y,O,M,52,DE,N,N,110-125.25,N
20170824,02/03/2020 02:05:00 AM,,MIN,Y,B,M,22,DE,N,N,140.25,Y
20040671,02/04/2020 07:41:15 PM,,MED,Y,W,M,53,DNS,N,N,,Y
20204162,02/05/2020 10:52:15 AM,,MAX,Y,B,M,21,DE,N,Y,120.08,Y
20205471,02/05/2020 02:09:45 PM,,MED,Y,A,M,27,DE,N,N,125.25,N
20207462,02/05/2020 05:21:51 PM,,MED,Y,O,M,41,SSR,N,N,,Y
20209222,02/06/2020 12:29:19 AM,,MED,Y,O,M,67,DEP,N,N,110-125.25,Y
20209228,02/06/2020 12:53:19 PM,,MAX,N,B,M,25,DE,N,Y,125.25,Y
20001110,02/06/2020 06:16:32 PM,,MAX,N,O,M,29,DE,N,Y,110-125.25,Y
20200027,02/07/2020 03:32:46 PM,,MED,N,O,M,63,DE,N,N,130.35,N
11859,02/07/2020 06:37:03 PM,,MAX,N,B,M,35,DE,N,Y,160.15,Y
20209255,02/07/2020 07:34:00 PM,,MAX,N,B,M,26,DE,N,Y,160.15,Y
20209271,02/09/2020 01:30:56 AM,,MED,Y,W,M,31,DE,N,N,125.25,Y
20134820,02/09/2020 03:55:43 AM,,MAX,Y,B,M,27,DE,N,N,110-125.25,Y
20209281,02/10/2020 12:52:00 AM,,MIN,Y,B,M,48,DE,N,N,110-125.25,N
20209286,02/10/2020 01:25:00 PM,,MED,Y,B,M,33,DE,N,N,130.95,Y
20118237,02/10/2020 02:53:22 PM,,MAX,Y,O,M,25,DE,N,N,125.25,Y
20200161,02/10/2020 04:33:51 PM,,MED,Y,B,M,47,DEP,N,N,110-125.27,Y
20025,02/10/2020 11:38:00 PM,,MED,Y,B,M,33,DE,N,N,130.65,Y
16674,02/12/2020 08:53:10 PM,,MAX,Y,B,M,35,DE,N,N,160.05,Y
20209310,02/13/2020 12:05:10 AM,,MIN,Y,O,M,28,DE,N,N,265.13,Y
119708,02/13/2020 12:07:18 AM,,MED,N,O,M,32,DE,N,Y,265.13,Y
96015,02/13/2020 12:08:50 AM,,MAX,N,O,M,33,DE,N,N,265.03,Y
20209330,02/14/2020 03:06:46 PM,,MIN,Y,W,M,32,DE,N,N,120.05,N
20209331,02/14/2020 03:53:41 PM,,MAX,Y,O,M,26,DE,N,N,125.25,Y
20157142,02/14/2020 11:17:00 PM,,MAX,N,B,M,23,DE,N,Y,140.30,Y
20209345,02/15/2020 01:11:47 AM,,MIN,Y,O,M,59,DE,N,N,110-125.25,Y
20209349,02/15/2020 04:56:18 PM,,MED,Y,O,M,36,DE,N,N,130.96,Y
20191962,02/15/2020 07:50:45 PM,,MAX,N,B,M,23,DE,N,Y,140.25,Y
20209352,02/16/2020 12:46:58 AM,,MED,Y,A,M,38,DE,N,N,125.25,N
20018522,02/16/2020 01:19:14 PM,,MED,Y,B,M,29,DE,N,N,110-160.15,Y
87666,02/17/2020 01:01:50 AM,,MIN,Y,B,M,55,DE,N,N,110-125.25,N
62858,02/18/2020 01:24:26 AM,,MAX,Y,B,M,29,DE,N,N,125.25,Y
20194591,02/19/2020 01:53:53 AM,,MAX,Y,O,M,20,DE,N,Y,125.25,Y
20020658,02/19/2020 07:06:47 PM,,MAX,Y,B,M,29,DE,N,Y,105.15,Y
20209388,02/19/2020 10:37:35 PM,,MAX,Y,B,M,20,DE,N,N,125.25,Y
20209395,02/20/2020 01:33:10 AM,,MED,Y,B,M,28,DE,N,N,130.35,N
20123896,02/20/2020 01:04:35 PM,,MED,Y,W,M,35,DE,N,N,125.25,Y
20209401,02/20/2020 01:10:21 PM,,MED,Y,B,M,30,DE,N,N,110-120.10,Y
20095238,02/20/2020 11:45:51 PM,,MAX,Y,O,M,29,DE,N,N,120.10,Y
20209418,02/21/2020 05:03:00 PM,,MAX,Y,B,M,24,DE,N,N,125.25,Y
20209423,02/21/2020 11:45:00 PM,,MAX,Y,B,M,22,DE,N,Y,125.25,Y
10009820,02/21/2020 11:46:00 PM,,MAX,N,B,M,31,DE,N,Y,125.25,Y
20209426,02/22/2020 01:19:00 AM,,MIN,N,O,M,38,DE,N,N,220.77,Y
20209429,02/22/2020 04:56:00 PM,,MAX,Y,B,F,21,DE,N,Y,125.25,Y
20179801,02/23/2020 12:53:51 PM,,MAX,N,O,M,29,DE,N,N,160.15,Y
20076375,02/23/2020 08:11:46 PM,,MAX,N,B,M,36,DE,N,Y,110-125.25,Y
132814,02/24/2020 01:27:47 AM,,MIN,Y,B,M,59,DE,N,N,140.25,N
20090470,02/24/2020 04:00:18 PM,,MAX,Y,B,M,27,DE,N,Y,135.20,Y
147674,02/24/2020 04:13:03 PM,,MED,Y,O,M,44,DE,N,N,110-160.15,Y
20209450,02/25/2020 12:57:21 AM,,MED,Y,W,M,32,DE,N,N,130.75,Y
42113,02/25/2020 04:06:17 PM,,MED,Y,B,M,36,DE,N,N,130.95,Y
20124894,02/25/2020 08:55:26 PM,,MAX,N,B,M,24,DE,N,N,110-125.25,Y
20209461,02/25/2020 08:57:21 PM,,MED,Y,W,M,55,DE,N,N,125.25,N
20194421,02/26/2020 04:50:00 PM,,MAX,Y,B,M,23,DE,N,N,140.30,Y
20207991,02/27/2020 01:26:08 AM,,MED,Y,W,M,44,DE,N,N,110-120.10,Y
13769,02/27/2020 08:17:33 PM,,MED,N,B,M,52,DE,N,N,110-125.25,Y
20209496,02/28/2020 12:56:12 AM,,MAX,N,O,M,25,DE,N,N,160.15,Y
20209497,02/28/2020 01:19:50 AM,,MED,N,O,M,51,DE,N,N,130.65,N
20209502,02/28/2020 01:11:05 PM,,MAX,Y,B,M,25,DE,N,N,105.15,Y
20086889,03/02/2020 12:47:34 AM,,MAX,Y,B,M,28,DE,N,Y,160.15,Y
148854,03/02/2020 12:41:11 PM,,MIN,Y,O,M,30,DE,N,N,110-125.25,Y
20209528,03/03/2020 11:10:48 AM,,MIN,Y,O,M,28,DE,N,N,110-125.25,N
164563,03/03/2020 02:16:00 PM,,MIN,Y,O,M,43,DE,N,N,110-125.25,N
20035284,03/03/2020 04:53:49 PM,,MAX,Y,O,M,31,DE,N,Y,125.25,Y
20031992,03/03/2020 07:57:17 PM,,MAX,N,B,M,33,DE,N,N,230.34,Y
20206321,03/04/2020 11:33:08 AM,,MIN,Y,B,M,27,DE,N,N,110-120.10,N
125164,03/04/2020 12:59:21 PM,,MED,Y,O,M,59,DE,N,N,160.15,Y
20209558,03/04/2020 09:47:39 PM,,MAX,Y,B,M,21,DE,N,Y,110-125.25,Y
20180697,03/05/2020 01:11:12 PM,,MAX,Y,O,M,20,DE,N,Y,160.15,Y
20017558,03/06/2020 12:26:18 AM,,MAX,Y,B,M,31,DE,N,Y,110-125.25,Y
20209587,03/06/2020 06:22:58 PM,,MED,Y,O,M,27,DE,N,N,160.15,Y
20002302,03/06/2020 09:15:41 PM,,MED,N,O,M,30,DE,N,N,120.10,Y
153184,03/07/2020 06:32:48 PM,,MIN,N,B,M,54,DE,N,N,220.21,N
20108191,03/08/2020 08:19:41 AM,,MED,Y,O,M,27,DE,N,N,130.96,Y
20209608,03/08/2020 04:38:53 PM,,MAX,N,B,M,28,DE,N,N,125.25,Y
20034611,03/08/2020 07:45:06 PM,,MIN,N,O,M,27,DE,N,N,220.41,Y
20209618,03/09/2020 05:07:44 PM,,MAX,N,B,M,29,DE,N,N,125.25,Y
65205,03/09/2020 09:12:11 PM,,MAX,Y,B,M,43,DE,N,N,125.25,Y
20209622,03/09/2020 11:55:41 PM,,MAX,N,O,M,24,DE,N,N,130.35,Y
20117871,03/10/2020 01:01:00 AM,,MAX,Y,B,M,26,DE,N,Y,160.15,Y
20209624,03/10/2020 01:08:35 AM,,MIN,Y,O,M,32,DE,N,N,110-125.25,N
20209649,03/11/2020 12:07:08 PM,,MED,N,B,M,29,DE,N,N,125.25,Y
15477,03/11/2020 12:08:20 PM,,MIN,N,B,M,50,DE,N,N,120.10,N
20208810,03/11/2020 04:25:00 PM,,MED,Y,O,M,46,DE,N,N,125.25,N
20204717,03/11/2020 08:13:52 PM,,MAX,N,O,M,21,DE,N,N,125.25,Y
20170186,03/12/2020 11:28:28 AM,,MAX,Y,B,M,32,DPV,N,N,,N
20209670,03/12/2020 04:05:00 PM,,MED,N,B,M,65,DE,N,N,125.25,N
24556,03/12/2020 05:10:52 PM,,MIN,Y,B,M,50,DEP,N,N,CO,Y
20192356,03/13/2020 12:43:15 PM,,MAX,Y,O,M,55,DE,N,N,215.52,Y
20209675,03/13/2020 01:31:20 PM,,MAX,Y,B,M,28,DE,N,Y,110-125.25,Y
20066001,03/13/2020 04:17:44 PM,,MED,N,B,M,30,DE,N,N,130.95,Y
20019267,03/14/2020 12:29:26 PM,,MAX,Y,B,M,29,DE,N,Y,120.10,Y
20102432,03/15/2020 01:27:06 AM,,MAX,Y,B,M,25,DE,N,Y,110-125.25,Y
20209706,03/17/2020 07:22:30 AM,,MIN,Y,W,M,33,DNS,N,N,,N
77953,03/18/2020 08:35:11 PM,,MED,Y,B,M,56,DE,N,N,125.25,Y
12262,03/18/2020 11:18:22 PM,,MAX,Y,B,M,34,DE,N,Y,110-120.10,Y
20137988,03/19/2020 01:33:56 AM,,MED,Y,W,F,28,DE,N,N,125.25,Y
32944,03/20/2020 12:03:17 PM,,MED,Y,B,M,43,DE,N,N,125.25,N
20188942,03/20/2020 04:15:47 PM,,MED,Y,B,M,25,DE,N,Y,110-120.10,Y
20013219,03/22/2020 05:22:07 PM,,MAX,N,O,M,32,DE,N,Y,110-125.25,Y
20207677,03/22/2020 09:20:45 PM,,MED,N,O,M,26,DE,N,N,130.95,Y
10015891,03/23/2020 01:23:35 PM,,MIN,N,B,M,51,DE,N,N,110-120.10,Y
102672,03/24/2020 05:29:00 PM,,MED,N,B,M,43,DE,N,N,125.25,N
78475,03/25/2020 01:38:45 PM,,MED,Y,W,M,32,DE,N,N,130.35,N
10855,03/25/2020 02:44:04 PM,,MED,Y,B,M,41,DE,N,N,110-130.35,Y
20032355,03/25/2020 05:01:52 PM,,MED,Y,O,M,34,DE,N,N,120.05,Y
20087750,03/25/2020 05:40:53 PM,,MIN,Y,B,M,42,DE,N,N,220.39,Y
20097832,03/26/2020 04:20:58 PM,,MAX,Y,O,M,26,DE,N,N,120.11,Y
20209762,03/27/2020 06:28:39 PM,,MED,Y,O,M,36,DE,N,N,125.25,Y
20209763,03/27/2020 08:01:08 PM,,MIN,Y,O,M,37,DE,N,N,110-160.15,Y
20196918,03/28/2020 12:50:58 AM,,MAX,Y,B,M,21,SSR,N,N,,Y
20149616,03/28/2020 03:41:43 AM,,MED,Y,O,M,36,DE,N,N,130.50,Y
2158,03/29/2020 05:23:35 PM,,MAX,Y,O,M,42,DE,N,Y,125.25,Y
20209773,03/29/2020 07:18:00 PM,,MAX,Y,B,M,22,DE,N,Y,110-125.25,Y
20170654,03/31/2020 04:36:32 PM,,MAX,Y,W,M,27,DE,N,Y,110-125.25,Y
114323,04/01/2020 04:28:46 PM,,MED,N,B,M,43,DE,N,N,120.10,Y
